product_name,dp_price,mrp_price,group_name,available_stock
Lira- 15L Container Set,420,0,Lira Plastic,100
Lira- 10L Container Set,275,0,Lira Plastic,100
Lira- 3P Container Set,95,0,Lira Plastic,100
L- 0 (Zero) Kol Patla,198,0,Lira Plastic,100
L- 0 (Zero) Kol Mota,22,0,Lira Plastic,100
L- 500 Bati,102,0,Lira Plastic,100
L- 3P Square Bati Set,65,0,Lira Plastic,100
L- 3P Round Gol Bati Set,47,0,Lira Plastic,100
L- 550 Square Bati,13,0,Lira Plastic,100
L- 1.5L Mug,18,0,Lira Plastic,100
L- 600ml Mug,8.5,0,Lira Plastic,100
L- Small Paper Busket,38,0,Lira Plastic,100
L- Laundry Busket,105,0,Lira Plastic,100
L- Big Vegetable Jali,90,0,Lira Plastic,100
L- Medium Vegetable Jali,50,0,Lira Plastic,100
L- Small Vegetable Jali,30,0,Lira Plastic,100
L- 10L Gallon,143,0,Lira Plastic,100
L- 5L Gallon,52,0,Lira Plastic,100
L- 2.25L Bodna ,38,0,Lira Plastic,100
L- 2.5L Bodna ,42,0,Lira Plastic,100
L- Round Gol Bank ,30,0,Lira Plastic,100
L- Big Kula,75,0,Lira Plastic,100
L- 2 Bati Carrier,92,0,Lira Plastic,100
L- 3 Bati Carrier,120,0,Lira Plastic,100
L- 3L Container Loose,38,0,Lira Plastic,100
L- Big Oval Tool,110,0,Lira Plastic,100
L- Small Oval Tool,82,0,Lira Plastic,100
L- Love Hanger - 1P,28,0,Lira Plastic,100
L- Mota Hanger - 1P,17,0,Lira Plastic,100
L- Patla Hanger - 1P,11,0,Lira Plastic,100
L- Priti Hanger - 1P,11,0,Lira Plastic,100
L- Kalo Hanger - 1P,8,0,Lira Plastic,100
L- Moving Hanger - 1P,15,0,Lira Plastic,100
L- Hand Pakha ,18,0,Lira Plastic,100
L- Coffee Mug,28,0,Lira Plastic,100
L- Dal Chamos Gudni ,22,0,Lira Plastic,100
L- Bed Table,230,0,Lira Plastic,100
L- 11 Hook Hanger - 1P,27,0,Lira Plastic,100
KRM- Sanila Mosolla Dani,80,0,KRM Plastic,100
KRM- Saffola Mosolla Dani,80,0,KRM Plastic,100
KRM- Easy Mosolla Dani,75,0,KRM Plastic,100
KRM- Danaz Mosolla Dani,45,0,KRM Plastic,100
KRM- 24 Stand,55,0,KRM Plastic,100
KRM- Happy Stand,50,0,KRM Plastic,100
KRM- Garden Stand,50,0,KRM Plastic,100
KRM- Sun Light Stand,45,0,KRM Plastic,100
KRM- Blue Ice Maker,75,0,KRM Plastic,100
KRM- Chery Boy Ice Maker,80,0,KRM Plastic,100
KRM- Loli Pop Ice Maker,80,0,KRM Plastic,100
KRM- Ice Tray,65,0,KRM Plastic,100
KRM- Big Kapor Brush,300,0,KRM Plastic,100
KRM- Glass Stand,80,0,KRM Plastic,100
KRM- Love Stand,55,0,KRM Plastic,100
KRM- Love Hanger ,360,0,KRM Plastic,100
KRM- Black Hanger ,150,0,KRM Plastic,100
KRM- jinghe Hanger ,280,0,KRM Plastic,100
KRM- Sharee Hanger ,270,0,KRM Plastic,100
KRM- Number 1 Hanger ,270,0,KRM Plastic,100
B- 10L Container set (3-10),375,0,Bengal Plastic,100
B- 15L Container set (5-15),525,0,Bengal Plastic,100
B- Crazy Bol Hanger,91,0,Bengal Plastic,100
B- Light Hanger,90,0,Bengal Plastic,100
B- Moving Hanger - 6P,133,0,Bengal Plastic,100
B- 24P Round Hanger,195,0,Bengal Plastic,100
B- Wall Hanger 10 Hook,54,0,Bengal Plastic,100
B- Mini Fruit Container - Big,23,0,Bengal Plastic,100
B- Mini Fruit Container - Medium,15,0,Bengal Plastic,100
B- Mini Fruit Container - Small,10,0,Bengal Plastic,100
B- 4 Drawer Organizer ,238,0,Bengal Plastic,100
B- 5 Drawer Organizer ,292,0,Bengal Plastic,100
B- Dust Pan - Belcha,34,0,Bengal Plastic,100
B- Round Laundry Busket,175,0,Bengal Plastic,100
B- High Net Tool,218,0,Bengal Plastic,100
B- Medium Net Tool,155,0,Bengal Plastic,100
B- Big Fanel,41,0,Bengal Plastic,100
B- 5L Twin Color Bowl ,70,0,Bengal Plastic,100
B- 18L Paddle Bin,462,0,Bengal Plastic,100
B- 2.25L Blue Bodna,46,0,Bengal Plastic,100
B- 3L Loose Container,57,0,Bengal Plastic,100
B- 5L Loose Container,83,0,Bengal Plastic,100
B- 7L Loose Container,108,0,Bengal Plastic,100
B- 10L Loose Container,142,0,Bengal Plastic,100
B- 15L Loose Container,210,0,Bengal Plastic,100
B- 21L Loose Container,255,0,Bengal Plastic,100
B- 2L Mug,33,0,Bengal Plastic,100
B- 1.5L Mug,23,0,Bengal Plastic,100
B- Kitchen Rack,730,0,Bengal Plastic,100
B- 4P Rainbow Bati Set,85,0,Bengal Plastic,100
B- 7P Rainbow Bati Set,260,0,Bengal Plastic,100
B- Noodles Net Jali (Chakni),51,0,Bengal Plastic,100
B- Tulip Coffee Mug,57,0,Bengal Plastic,100
B- Horse Potty,255,0,Bengal Plastic,100
B- Duck Potty,340,0,Bengal Plastic,100
B- Flower Dust,67,0,Bengal Plastic,100
B- Crown Fruit Busket,65,0,Bengal Plastic,100
B- 4.8L Fruit Container,92,0,Bengal Plastic,100
B- 3L Fruit Container,75,0,Bengal Plastic,100
B- 2L Fruit Container,50,0,Bengal Plastic,100
B- 3000 Bati,90,0,Bengal Plastic,100
B- 1880 Bati,81,0,Bengal Plastic,100
B- 930 Bati,40,0,Bengal Plastic,100
B- Slim Dish Rack,325,0,Bengal Plastic,100
B- 2 Part Tiffin Box,84,0,Bengal Plastic,100
B- Long Spice Jar,142,0,Bengal Plastic,100
B- Short Spice Jar,75,0,Bengal Plastic,100
B- Mini Rack,212,0,Bengal Plastic,100
B- Roton Busket - Tini,74,0,Bengal Plastic,100
B- Roton Busket - Mini,109,0,Bengal Plastic,100
B- 3.5L Jug,85,0,Bengal Plastic,100
B- 3L Jug,78,0,Bengal Plastic,100
B- Daily Box RTG Mosolla,92,0,Bengal Plastic,100
B- Shopping Busket,325,0,Bengal Plastic,100
B- Aqua Bottle,48,0,Bengal Plastic,100
B- Dal Gudni,30,0,Bengal Plastic,100
B- Dabu,24,0,Bengal Plastic,100
B- Multi Chamber Box,82,0,Bengal Plastic,100
B- Small Storage Busket,361,0,Bengal Plastic,100
B- Medium Storage Busket,620,0,Bengal Plastic,100
B- Big Storage Busket,960,0,Bengal Plastic,100
B- Round Mosolla Dani,76,0,Bengal Plastic,100
A- Tor Toys Potty,345,0,Akij Plastic,100
A- Car Potty,400,0,Akij Plastic,100
A- Drinking Mug,18,0,Akij Plastic,100
A- Drinking Glass,16,0,Akij Plastic,100
A- 20L Loose Container ,250,0,Akij Plastic,100
A- 15L Loose Container ,212,0,Akij Plastic,100
A- 10L Loose Container ,140,0,Akij Plastic,100
A- 7L Loose Container ,105,0,Akij Plastic,100
A- 5L Loose Container ,85,0,Akij Plastic,100
A- 3L Loose Container ,60,0,Akij Plastic,100
A- 10L Bowl Gamla,105,0,Akij Plastic,100
A- 8L Bowl Gamla,90,0,Akij Plastic,100
A- 5L Bowl Gamla,62,0,Akij Plastic,100
A- 3L Bowl Gamla,42,0,Akij Plastic,100
A- Akij Hanger - 6P,132,0,Akij Plastic,100
A- 6 Step Rack,940,0,Akij Plastic,100
A- 5 Step Rack,790,0,Akij Plastic,100
A- 4 Step Rack,630,0,Akij Plastic,100
A- Baby Chair,216,0,Akij Plastic,100
A- Laundry Busket,565,0,Akij Plastic,100
A- Kitchen Rack,1600,0,Akij Plastic,100
A- Dish Rack,300,0,Akij Plastic,100
A- Square 3P Bati Set - Big,175,0,Akij Plastic,100
A- Round 3P Bati Set - Big,140,0,Akij Plastic,100
A- RTG Square 3P Bati Set ,200,0,Akij Plastic,100
A- 20L Paddle Bin,520,0,Akij Plastic,100
A- 10L Paddle Bin,310,0,Akij Plastic,100
A- Noodles Net Jali (Chakni),38,0,Akij Plastic,100
A- 10L Container Set,365,0,Akij Plastic,100
A- 2L Mug,34,0,Akij Plastic,100
A- 1.5L Mug,27,0,Akij Plastic,100
A- 25L Bowl Gamla,250,0,Akij Plastic,100
A- 21L Bowl Gamla,180,0,Akij Plastic,100
A- 18L Bowl Gamla,160,0,Akij Plastic,100
A- 15L Bowl Gamla,140,0,Akij Plastic,100
A- RCP Jug,130,0,Akij Plastic,100
A- Hard High Tool,275,0,Akij Plastic,100
A- Hard Medium Tool,165,0,Akij Plastic,100
A- Short Tool,92,0,Akij Plastic,100
A- Semi High Tool,180,0,Akij Plastic,100
A- Semi Spear Medium Tool,155,0,Akij Plastic,100
A- Barbi Medium Tool,130,0,Akij Plastic,100
DS- 6P Kan Jali Set,1200,0,Dhaka Steel,100
DS- 31.5cm Kan Jali ,280,0,Dhaka Steel,100
DS- 28.5cm Kan Jali ,260,0,Dhaka Steel,100
DS- 25.5cm Kan Jali ,240,0,Dhaka Steel,100
DS- 25cm SS Net Jali ,120,0,Dhaka Steel,100
DS- 22cm SS Net Jali ,110,0,Dhaka Steel,100
DS- 28cm SS Net Jali ,130,0,Dhaka Steel,100
DS- 12'' Noodles Jali ,65,0,Dhaka Steel,100
DS- 14'' Noodles Jali ,70,0,Dhaka Steel,100
DS- 16'' Noodles Jali ,75,0,Dhaka Steel,100
"DS- 8"" SS Cha Chakni",45,0,Dhaka Steel,100
"DS- 10"" SS Cha Chakni",50,0,Dhaka Steel,100
"DS- 12"" SS Cha Chakni",55,0,Dhaka Steel,100
"DS- 14"" SS Tel Chakni (Jali)",80,0,Dhaka Steel,100
"DS- 16"" SS Tel Chakni (Jali)",95,0,Dhaka Steel,100
"DS- 18"" SS Tel Chakni (Jali)",105,0,Dhaka Steel,100
"DS- 20"" SS Tel Chakni (Jali)",115,0,Dhaka Steel,100
"DS- 22"" SS Tel Chakni (Jali)",125,0,Dhaka Steel,100
"DS- 24"" SS Tel Chakni (Jali)",135,0,Dhaka Steel,100
"DS- 26"" SS Tel Chakni (Jali)",150,0,Dhaka Steel,100
DS- Big Kadbat Chakku (knife),130,0,Dhaka Steel,100
DS- Small Kadbat Chakku (knife),65,0,Dhaka Steel,100
DS- Sinbad Chakku (knife),75,0,Dhaka Steel,100
DS- Big Ripid Chakku (knife),50,0,Dhaka Steel,100
DS- Small Ripid Chakku (knife),45,0,Dhaka Steel,100
DS- Small Cover Chakku (knife),105,0,Dhaka Steel,100
DS- Big Cover Chakku (knife),115,0,Dhaka Steel,100
DS- Holud Chakku (knife),170,0,Dhaka Steel,100
DS- Plastic Handle Jali,135,0,Dhaka Steel,100
DS- Silicon Chamos,110,0,Dhaka Steel,100
DS- SS Lebu Chipa,85,0,Dhaka Steel,100
DS- Juice Pipe Straw,70,0,Dhaka Steel,100
DS- Big Alu Vhorta,50,0,Dhaka Steel,100
DS- Small Alu Vhorta,40,0,Dhaka Steel,100
DS- Mota Board Cutter,60,0,Dhaka Steel,100
DS- China Board Cutter,35,0,Dhaka Steel,100
DS- Oil Brush,55,0,Dhaka Steel,100
DS- China Tea Box - Big,320,0,Dhaka Steel,100
DS- China Tea Box - Small,210,0,Dhaka Steel,100
DS- Big Chimta,60,0,Dhaka Steel,100
DS- Small Chimta,50,0,Dhaka Steel,100
DS- Golden 50P Hook,400,0,Dhaka Steel,100
DS- Diamond 50P Hook,400,0,Dhaka Steel,100
DS- Nut 50P Hook,450,0,Dhaka Steel,100
DS- SS Clip,70,0,Dhaka Steel,100
DS- 3D Hook New,70,0,Dhaka Steel,100
DS- 4P China Hook,50,0,Dhaka Steel,100
DS- 6P SS Hook,90,0,Dhaka Steel,100
DS- 9P Smile Hook,70,0,Dhaka Steel,100
DS- 12P China Hook,120,0,Dhaka Steel,100
DS- 5P Kad Hook,60,0,Dhaka Steel,100
DS- 9P Hook,110,0,Dhaka Steel,100
DS- 1No Prime Mug,55,0,Dhaka Steel,100
DS- 2No Prime Mug,65,0,Dhaka Steel,100
DS- 3No Prime Mug,80,0,Dhaka Steel,100
DS- 4No Prime Mug,90,0,Dhaka Steel,100
DS- 5No Prime Mug,100,0,Dhaka Steel,100
DS- 5No Max Mug,170,0,Dhaka Steel,100
DS- 4No Max Mug,160,0,Dhaka Steel,100
DS- 3No Max Mug,125,0,Dhaka Steel,100
DS- 2No Max Mug,105,0,Dhaka Steel,100
DS- 1No Max Mug,90,0,Dhaka Steel,100
DS- Moon 5 Bati - Big,420,480,Dhaka Steel,100
DS- Moon 4 Bati - Big,350,420,Dhaka Steel,100
DS- Moon 4 Bati - Medium,290,360,Dhaka Steel,100
DS- Moon 3 Bati - Big,290,360,Dhaka Steel,100
DS- Moon 3 Bati - Medium,240,320,Dhaka Steel,100
DS- Moon 3 Bati - Small,170,260,Dhaka Steel,100
DS- Silver Bati - KG,400,0,Dhaka Steel,100
DS- Dosta Chamos Khunti - Big,80,0,Dhaka Steel,100
DS- Dosta Chamos Khunti - Medium,60,0,Dhaka Steel,100
DS- Dosta Chamos Khunti - Small,50,0,Dhaka Steel,100
DS- Big Fry Pan,230,0,Dhaka Steel,100
DS- Small Fry Pan,200,0,Dhaka Steel,100
DS- Ruti Tawa,190,0,Dhaka Steel,100
DS- Chaina Achar Chamos,50,0,Dhaka Steel,100
DS- Full Golden Spoon-Fork (Ti-Kata),70,0,Dhaka Steel,100
DS- Full Golden Dessert,120,0,Dhaka Steel,100
DS- Half Golden Dessert,100,0,Dhaka Steel,100
DS- Half Golden Spoon-Fork  (Ti-Kata),60,0,Dhaka Steel,100
DS- Max Ti-Kata Spoon,190,0,Dhaka Steel,100
DS- Max Dessert Spoon,290,0,Dhaka Steel,100
DS- Masud Chamos- Khunti,720,0,Dhaka Steel,100
DS- Sony Chamos- Khunti,660,0,Dhaka Steel,100
DS- Touch Chamos (Cary+Rice+dabu),600,0,Dhaka Steel,100
DS- SS Holud Sony Chamos-Khunti,400,0,Dhaka Steel,100
DS- Koma Chamos (Cary+Rice+Dabu),190,0,Dhaka Steel,100
DS- Sotota Chamos (Cary+Rice+Dabu),400,0,Dhaka Steel,100
DS- 10 Khunti ,280,0,Dhaka Steel,100
DS- 15 Cary + Dabu,480,0,Dhaka Steel,100
DS- 50 Khunti Chamos,840,1200,Dhaka Steel,100
DS- 50 Cary+Dabu Chamos,900,1200,Dhaka Steel,100
DS- Jony XXL Khunti,840,0,Dhaka Steel,100
DS- Jony Khunti,360,0,Dhaka Steel,100
DS- Jony Tea Spoon,120,0,Dhaka Steel,100
DS- Jony Mono Dessert,220,0,Dhaka Steel,100
DS- Jony Mono Table,280,0,Dhaka Steel,100
DS- Jony Mono XL Table,340,0,Dhaka Steel,100
DS- Jony Cary+Rice+dabu Chamos,460,0,Dhaka Steel,100
DS- Kanchi Cup,80,0,Dhaka Steel,100
DS- Indian Cup,50,0,Dhaka Steel,100
DS- Dami Choto Glass,75,0,Dhaka Steel,100
DS- SS Blue Piller,105,0,Dhaka Steel,100
DS- SS Mota Dami Piller,170,0,Dhaka Steel,100
DS- SS Patla Dami Piller,150,0,Dhaka Steel,100
DS- SS Double Piller ,40,0,Dhaka Steel,100
DS- SS Single Piller ,35,0,Dhaka Steel,100
B- File Tray,35,0,Bengal Plastic,100
R- 2500ml Trim Container,80,0,Prado,100
R- 35L Two Color Flower Bucket (Balti),475,0,Prado,100
R- 30L Two Color Flower Bucket (Balti),420,0,Prado,100
R- 25L Two Color Flower Bucket (Balti),390,0,Prado,100
R- 20L Two Color Flower Bucket (Balti),275,0,Prado,100
R- 16L Two Color Flower Bucket (Balti),237,0,Prado,100
R- 10L Two Color Flower Bucket (Balti),145,0,Prado,100
R- 5L Two Color Flower Bucket (Balti),88,0,Prado,100
R- Square Vegetable Rack ,410,0,Prado,100
R- Round Vegetable Rack ,340,0,Prado,100
R- Big Atta Chalni,58,0,Pacific,100
R- Small Atta Chalni,45,0,Pacific,100
R- Small Pacific Round Tool,68,0,Pacific,100
R- Medium Pacific Round Tool,88,0,Pacific,100
R- Small Magic Tool,250,0,Pacific,100
R- Medium Magic Tool,295,0,Pacific,100
R- Big Magic Tool,400,0,Pacific,100
R- Big Style Fence Rack,770,0,Pacific,100
R- Macca Rehal,110,0,Pacific,100
R- Glasco Jug,155,0,Pacific,100
R- Juicy Jug,170,0,Pacific,100
R- Bely Jug,195,0,Pacific,100
R- Lucy Mug,70,0,Pacific,100
R- 4 Step Smart Rack,475,0,Pacific,100
R- 4 Step Smart Print Rack,500,0,Pacific,100
R- 30L Black Bucket (Kalo Balti),118,0,Tel,100
R- 25L Black Bucket (Kalo Balti),101,0,Tel,100
R- 22L Black Bucket (Kalo Balti),93,0,Tel,100
R- 20L Black Bucket (Kalo Balti),88,0,Tel,100
R- 18L Black Bucket (Kalo Balti),77,0,Tel,100
R- 15L Black Bucket (Kalo Balti),62,0,Tel,100
R- 12L Black Bucket (Kalo Balti),54,0,Tel,100
R- 10L Black Bucket (Kalo Balti),49,0,Tel,100
R- 8L Black Bucket (Kalo Balti),37,0,Tel,100
R- 4L Black Bucket (Kalo Balti),23,0,Tel,100
D- 2L Mug,30,0,Diamond Plastic,100
D- Dust Pan (Belcha),30,0,Diamond Plastic,100
D- 4200ml Leisure Hotpot,815,0,Diamond Plastic,100
D- 3600ml Leisure Hotpot,720,0,Diamond Plastic,100
D- 2500ml Fantasy Hotpot,650,0,Diamond Plastic,100
D- 2700ml Leisure Hotpot,610,0,Diamond Plastic,100
D- 2200ml Leisure Hotpot,560,0,Diamond Plastic,100
D- 1500ml Leisure Hotpot,520,0,Diamond Plastic,100
D- 1500ml Fantasy Hotpot,540,0,Diamond Plastic,100
D- 850ml Fantasy Hotpot,400,0,Diamond Plastic,100
D- Big Tiffin Hotpot,270,0,Diamond Plastic,100
D- Small Tiffin Hotpot,240,0,Diamond Plastic,100
D- 400ml Hotpot,160,0,Diamond Plastic,100
D- 300ml Hotpot,140,0,Diamond Plastic,100
D- 4 Bati Hot Carrier,610,0,Diamond Plastic,100
W- 1.8L Heater Jug ,220,0,Winner,100
DP- 1No Hasan Bati -1D,90,0,Dhaka Plastic,100
DP- 2No Hasan Bati -1D,150,0,Dhaka Plastic,100
DP- 3No Hasan Bati -1D,180,0,Dhaka Plastic,100
DP- 4No Hasan Bati -1D,290,0,Dhaka Plastic,100
DP- 5No Hasan Bati -1P,33,0,Dhaka Plastic,100
DP- 6No Hasan Bati -1P,40,0,Dhaka Plastic,100
DS- 22'' SS Cheni,270,0,Dhaka Steel,100
DS- 20'' SS Cheni,220,0,Dhaka Steel,100
DS- 18'' SS Cheni,200,0,Dhaka Steel,100
"DS- 7"" DM Glass",90,0,Dhaka Steel,100
"DS- 7.5"" DM Glass",100,0,Dhaka Steel,100
W- 450ml Smart Flask,630,0,Winner,100
W- 1.3L Super Penguin ,480,0,Winner,100
W- 1L Super Penguin Flask,420,0,Winner,100
W- 500ml Super Flask,460,0,Winner,100
W- 500 Leisure Hotpot PP,140,0,Winner,100
W- 500 Laxary Hotpot,190,0,Winner,100
W- 500ml Bullet Flask,580,0,Winner,100
W- 500ml Premium Flask,650,0,Winner,100
W- 480ml Supreme Flask,770,0,Winner,100
W- 500ml Beauty Flask,660,0,Winner,100
W- Basic Travell Flask,625,0,Winner,100
W- 1L Laval Flask,390,0,Winner,100
W- Bottle Brush,30,0,Winner,100
W- Glass Wiper,55,0,Winner,100
W- Long Handle Brush,210,0,Winner,100
W- Platinum Brush,35,0,Winner,100
W- Unique Brush,27,0,Winner,100
W- Elegant Brush,45,0,Winner,100
W- E> Floor Brush,45,0,Winner,100
W- Fancy Broom Brush,195,0,Winner,100
W- Elite Broom Brush,180,0,Winner,100
W- Floor Brush,60,0,Winner,100
W- Deluxe Floor Brush,70,0,Winner,100
W- Cort Brush,60,0,Winner,100
W- Kapor Brush,20,0,Winner,100
W- 60ml Fitter,70,0,Winner,100
W- 90ml Fitter,70,0,Winner,100
W- 120ml Fitter Handle,80,0,Winner,100
W- 120ml Fitter ,75,0,Winner,100
W- 240ml Fitter Handle,80,0,Winner,100
W- 12P Pata Majoni,150,0,Winner,100
Win- Round Tiffin Box,290,0,Winner,100
Win- Square (Chepta) Tiffin Box,260,0,Winner,100
Win- 1000ml Premium Flask,890,0,Winner,100
